000	1
001	1
002	1
003	1
004	1
005	1
006	1
007	1
008	1
009	1
010	1
011	1
012	1
013	1
014	1
015	1
016	1
017	1
018	1
019	1
020	1
021	1
022	1
023	1
024	1
025	1
026	1
027	1
028	1
029	1
030	1
031	1
032	1
033	1
034	1
035	1
036	1
037	1
038	1
039	1
040	1
041	1
042	1
043	1
044	1
045	1
046	1
047	1
048	1
049	1
050	1
051	1
052	1
053	1
054	1
055	1
056	1
057	1
058	1
059	1
060	1
061	1
062	1
063	1
064	1
065	1
066	1
067	1
068	1
069	1
070	1
071	1
072	1
073	1
074	1
075	1
076	1
077	1
078	1
079	1
080	1
081	1
082	1
083	1
084	1
085	0
086	1
087	1
088	1
089	0
090	0
091	1
092	1
093	0
094	0
095	0
096	1
097	0
098	1
099	0
